"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","주차현황 정보 제공여부","주차현황 정보 제공여부명","총 주차면","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금","위도","경도"
"1441388","엔젤데이케이센터 지하주차장(구)","동작구 사당동 278-34","NW","노외 주차장","1","시간제 주차장","","0","미연계중","5","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 09:36:47","Y","유료","Y","유료","0","","0","0","0","0","0","0","0","0","0","37.48266125","126.97036098"
"1441397","송파근린공원(구)","송파구 송파동 113-2","NW","노외 주차장","1","시간제 주차장","02-418-3854","0","미연계중","324","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:36:48","N","무료","N","무료","140000","","150","5","150","5","0","0","0","0","0","",""
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52830275","126.87149712"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52836726","126.87100572"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52837693","126.8709399"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52829404","126.8715599"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52834449","126.87116406"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52817112","126.87155499"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52823801","126.87195174"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52824981","126.87185989"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.5283488","126.87113483"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52836272","126.87104006"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52837284","126.87097403"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52818701","126.87144339"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52817943","126.87150002"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52822829","126.87111077"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52816229","126.87160735"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52835344","126.87110434"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52824391","126.87190447"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52822077","126.87116753"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52833676","126.87122263"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52826426","126.87176446"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52829835","126.87152911"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52828888","126.8715908"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52835818","126.87107238"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52834131","126.87119422"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52825714","126.87181262"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.5282321","126.87199272"
"144561","한국통신(구)","양천구 목동 924-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:03:02","N","무료","Y","유료","0","1147010200008","250","5","250","5","0","0","0","0","0","37.52838126","126.87090574"
"1447973","중구구민회관 부설(구)","중구 을지로6가 18-14","NW","노외 주차장","1","시간제 주차장","02-2265-7765","0","미연계중","71","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:36:53","N","무료","N","무료","240000","","250","5","250","5","0","0","0","0","0","",""
"1448767","신길6동공영(구)","영등포구 신길동 3203-0","NW","노외 주차장","1","시간제 주차장","02-2677-1401","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","129","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2023-06-30 16:01:51","N","무료","N","무료","65000","","50","5","50","5","0","0","0","0","0","",""
"1448769","경부제3녹지공영주차장(구)","영등포구 신길동 69-39","NW","노외 주차장","1","시간제 주차장","02-2677-1401","3","120~2일이내 연계데이터 존재(통신점검중)","143","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2023-06-30 16:11:40","N","무료","N","무료","70000","","100","5","100","5","0","0","0","0","0","37.51357817","126.92346995"
"1449826","경동고(구)","성북구 삼선동3가 43-1","NW","노외 주차장","1","시간제 주차장","","0","미연계중","122","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:36:53","N","무료","N","무료","90000","","150","5","150","5","0","0","0","0","10000","",""
"1449827","정릉시장(구)","성북구 정릉동 405-4","NW","노외 주차장","1","시간제 주차장","","0","미연계중","20","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:36:54","N","무료","N","무료","120000","","150","5","150","5","0","0","0","0","10000","",""
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.5721271","127.02266653"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57175492","127.01989265"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57077685","127.01797573"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57026174","127.01682392"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57217485","127.02225792"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57167001","127.01971298"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57210442","127.02281028"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57019149","127.01660741"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57060019","127.01762762"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57216859","127.02233916"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57215893","127.02136778"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57067078","127.01776463"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57031598","127.01698536"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57211636","127.02273691"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57209467","127.02106533"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57216171","127.02241046"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57216873","127.02150822"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57015026","127.01646842"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57017023","127.01653429"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.5719916","127.02062374"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57195823","127.02048418"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57210801","127.0211315"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57213784","127.02259914"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57063505","127.01769637"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57012955","127.01640187"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57023639","127.01675092"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.5713947","127.01918425"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57207997","127.02099615"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57169804","127.01977279"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57037032","127.01713326"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57034406","127.01705864"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57074755","127.01793169"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57074267","127.01790953"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57172406","127.01983083"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57146299","127.01931782"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57011017","127.01633654"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57197551","127.02055507"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57142888","127.01924782"
"1451364","청계7가 공영주차장(시)","종로구 창신동 436-87","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:34:57","N","무료","Y","유료","0","1111017400026","450","5","450","5","0","0","0","0","0","37.57216394","127.02143547"
"1451370","동순라길(종묘) 관광버스전용 주차장(시)","종로구 인의동 107-1","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:23:04","Y","유료","Y","유료","0","1111015700003","0","0","0","0","0","0","0","0","0","37.57290137","126.99678814"
"1451370","동순라길(종묘) 관광버스전용 주차장(시)","종로구 인의동 107-1","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:23:04","Y","유료","Y","유료","0","1111015700003","0","0","0","0","0","0","0","0","0","37.57248168","126.99663811"
"1451370","동순라길(종묘) 관광버스전용 주차장(시)","종로구 인의동 107-1","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:23:04","Y","유료","Y","유료","0","1111015700003","0","0","0","0","0","0","0","0","0","37.57278931","126.99679296"
"1451370","동순라길(종묘) 관광버스전용 주차장(시)","종로구 인의동 107-1","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:23:04","Y","유료","Y","유료","0","1111015700003","0","0","0","0","0","0","0","0","0","37.57267895","126.9967579"
"1451370","동순라길(종묘) 관광버스전용 주차장(시)","종로구 인의동 107-1","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:23:04","Y","유료","Y","유료","0","1111015700003","0","0","0","0","0","0","0","0","0","37.5730121","126.99677676"
"1451371","세운상가밑(구)","종로구 장사동 116-3","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:01:24","N","무료","Y","유료","250000","1111015400003","500","5","1000","10","0","0","0","0","0","",""
"1451378","태화관(구)","종로구 인사동 194-27","NS","노상 주차장","1","시간제 주차장","02-2236-0052","0","미연계중","1","Y","유료","N","야간 미개방","1000","2200","0900","1700","0000","0000","2021-02-10 10:22:57","N","무료","Y","유료","250000","1111013600001","500","5","1000","10","0","0","0","0","0","",""
